N,N-grama,Freq,ratio,sentimiento
3,me va genial,39,13.0,positivo
3,llego en perfectas,26,13.0,positivo
3,años le encanta,39,13.0,positivo
3,de principio a,26,13.0,positivo
3,principio a fin,26,13.0,positivo
3,contenta con la,561,12.89655172413793,positivo
3,llegado en perfecto,58,12.88888888888889,positivo
3,ha dado ningún,58,12.88888888888889,positivo
3,y cumple perfectamente,45,12.857142857142858,positivo
3,ideal para un,32,12.8,positivo
3,encantado con la,51,12.75,positivo
3,y va de,57,12.666666666666666,positivo
3,mejor que he,95,12.666666666666666,positivo
3,dado ningún problema,57,12.666666666666666,positivo
3,buen precio lo,57,12.666666666666666,positivo
3,buen producto lo,76,12.666666666666666,positivo
3,el mundo de,44,12.571428571428571,positivo
3,perfecto para un,44,12.571428571428571,positivo
3,que esperaba buena,25,12.5,positivo
3,perfectamente no se,25,12.5,positivo
3,muy bien producto,25,12.5,positivo
3,en cualquier parte,25,12.5,positivo
3,ajusta perfectamente y,56,12.444444444444445,positivo
3,se adaptan perfectamente,56,12.444444444444445,positivo
3,calidad precio muy,491,12.430379746835444,positivo
3,a las mil,31,12.4,positivo
3,la foto buena,31,12.4,positivo
3,con el regalo,31,12.4,positivo
3,y sigue funcionando,31,12.4,positivo
3,y lo mejor,80,12.307692307692308,positivo
3,muy buena funda,43,12.285714285714286,positivo
3,cumple con todas,49,12.25,positivo
3,buen producto de,55,12.222222222222221,positivo
3,de momento todo,110,12.222222222222221,positivo
3,me encanta y,55,12.222222222222221,positivo
3,buena calidad buen,61,12.2,positivo
3,contento con la,576,12.126315789473685,positivo
3,muy cómoda y,127,12.095238095238095,positivo
3,las mil maravillas,30,12.0,positivo
3,contento con esta,42,12.0,positivo
3,buen producto que,24,12.0,positivo
3,le quito una,30,12.0,positivo
3,sencillo de usar,42,12.0,positivo
3,está encantado con,48,12.0,positivo
3,encantado con ella,30,12.0,positivo
3,gustado mucho y,78,12.0,positivo
3,por ahora va,30,12.0,positivo
3,muy interesante y,30,12.0,positivo
3,ha sorprendido lo,24,12.0,positivo
3,muy bien acabada,36,12.0,positivo
3,queda genial y,24,12.0,positivo
3,perfectamente y tiene,30,12.0,positivo
3,son una pasada,24,12.0,positivo
3,muy bien gracias,24,12.0,positivo
3,y lo bien,24,12.0,positivo
3,es perfecta para,137,11.91304347826087,positivo
3,la compra muy,95,11.875,positivo
3,poner un pero,71,11.833333333333334,positivo
3,no me arrepiento,59,11.8,positivo
3,lo esperado muy,47,11.75,positivo
3,estoy muy contenta,358,11.737704918032787,positivo
3,cómodo y práctico,41,11.714285714285714,positivo
3,ha encantado lo,35,11.666666666666666,positivo
3,resistente y de,35,11.666666666666666,positivo
3,cual la descripción,35,11.666666666666666,positivo
3,a muy buen,128,11.636363636363637,positivo
3,llego muy rápido,58,11.6,positivo
3,y muy resistente,29,11.6,positivo
3,y rapidez en,23,11.5,positivo
3,bien ideal para,23,11.5,positivo
3,cumple muy bien,92,11.5,positivo
3,muy bien recomendable,23,11.5,positivo
3,está genial para,23,11.5,positivo
3,muy rápido muy,23,11.5,positivo
3,que estaba buscando,132,11.478260869565217,positivo
3,ha encantado y,63,11.454545454545455,positivo
3,por poner alguna,40,11.428571428571429,positivo
3,función a la,80,11.428571428571429,positivo
3,era justo lo,40,11.428571428571429,positivo
3,buen producto es,40,11.428571428571429,positivo
3,quito una estrella,34,11.333333333333334,positivo
3,las cinco estrellas,51,11.333333333333334,positivo
3,todo perfecto el,51,11.333333333333334,positivo
3,mejor de lo,288,11.294117647058824,positivo
3,poner alguna pega,45,11.25,positivo
3,y calidad precio,45,11.25,positivo
3,buena calidad con,45,11.25,positivo
3,es perfecto lo,28,11.2,positivo
3,buen producto con,28,11.2,positivo
3,buena compra se,28,11.2,positivo
3,y le encanto,28,11.2,positivo
3,y como esperaba,95,11.176470588235293,positivo
3,estoy muy contento,301,11.148148148148149,positivo
3,en general estoy,39,11.142857142857142,positivo
3,es genial para,39,11.142857142857142,positivo
3,no ocupa nada,39,11.142857142857142,positivo
3,pongo las estrellas,50,11.11111111111111,positivo
3,fácil de utilizar,94,11.058823529411764,positivo
3,estoy muy satisfecho,105,11.052631578947368,positivo
3,gustado mucho es,88,11.0,positivo
3,tacto muy suave,33,11.0,positivo
3,buena compra lo,44,11.0,positivo
3,facil de manejar,22,11.0,positivo
3,que necesitaba para,44,11.0,positivo
3,adapta perfectamente a,110,11.0,positivo
3,todos los aspectos,33,11.0,positivo
3,decir que estoy,22,11.0,positivo
3,ha sorprendido la,44,11.0,positivo
3,perfecto muy bien,22,11.0,positivo
3,bien muy buen,22,11.0,positivo
3,genial para el,22,11.0,positivo
3,veo es el,22,11.0,positivo
3,gracias por todo,33,11.0,positivo
3,lo que andaba,22,11.0,positivo
3,con un tamaño,22,11.0,positivo
3,poco caro pero,44,11.0,positivo
3,genial y el,33,11.0,positivo
3,ha gustado muchísimo,22,11.0,positivo
3,el producto corresponde,22,11.0,positivo
3,una maravilla de,22,11.0,positivo
3,mi hija está,71,10.923076923076923,positivo
3,por poner una,71,10.923076923076923,positivo
3,muy bien muy,180,10.909090909090908,positivo
3,producto tal y,49,10.88888888888889,positivo
3,muy bien fácil,38,10.857142857142858,positivo
3,se describe y,38,10.857142857142858,positivo
3,cual se describe,38,10.857142857142858,positivo
3,me encanta la,103,10.842105263157896,positivo
3,y en perfecto,173,10.8125,positivo
3,a buen precio,335,10.806451612903226,positivo
3,y muy contento,27,10.8,positivo
3,y le gustó,54,10.8,positivo
3,cómoda de llevar,54,10.8,positivo
3,muy contento el,27,10.8,positivo
3,un precio razonable,54,10.8,positivo
3,todo perfecto la,27,10.8,positivo
3,sin duda alguna,54,10.8,positivo
3,y ha gustado,27,10.8,positivo
3,buen producto buena,27,10.8,positivo
3,momento funciona perfectamente,32,10.666666666666666,positivo
3,ha sido todo,32,10.666666666666666,positivo
3,mi hijo está,69,10.615384615384615,positivo
3,funciona de maravilla,106,10.6,positivo
3,fácil instalación y,37,10.571428571428571,positivo
3,muy buen precio,306,10.551724137931034,positivo
3,de momento va,100,10.526315789473685,positivo
3,como el primer,121,10.521739130434783,positivo
3,producto a buen,42,10.5,positivo
3,buena relación calidad,1008,10.5,positivo
3,buen libro para,21,10.5,positivo
3,muy comodo de,21,10.5,positivo
3,más rápido de,21,10.5,positivo
3,perfectamente y el,42,10.5,positivo
3,muy cómodo el,21,10.5,positivo
3,yo las uso,21,10.5,positivo
3,le encanta lo,21,10.5,positivo
3,con un diseño,42,10.5,positivo
3,bien por ahora,21,10.5,positivo
3,fácil manejo y,21,10.5,positivo
3,recomendable es muy,21,10.5,positivo
3,perfectamente a lo,21,10.5,positivo
3,y con buenos,21,10.5,positivo
3,sin duda un,21,10.5,positivo
3,hace muchos años,21,10.5,positivo
3,funciona a la,215,10.487804878048781,positivo
3,y estoy muy,115,10.454545454545455,positivo
3,un precio inmejorable,26,10.4,positivo
3,poco de paciencia,26,10.4,positivo
3,y es exactamente,26,10.4,positivo
3,su función buen,26,10.4,positivo
3,perfecto es lo,26,10.4,positivo
3,y bien de,26,10.4,positivo
3,muy bonito me,26,10.4,positivo
3,muy divertido para,26,10.4,positivo
3,su función buena,26,10.4,positivo
3,y estoy encantado,26,10.4,positivo
3,llegado muy bien,26,10.4,positivo
3,buena compra la,57,10.363636363636363,positivo
3,muy bien un,57,10.363636363636363,positivo
3,estado y en,31,10.333333333333334,positivo
3,buena calidad del,72,10.285714285714286,positivo
3,costó un poco,36,10.285714285714286,positivo
3,es mejor de,36,10.285714285714286,positivo
3,me ha sorprendido,298,10.275862068965518,positivo
3,muy util para,41,10.25,positivo
3,y muy útil,46,10.222222222222221,positivo
3,precio muy competitivo,46,10.222222222222221,positivo
3,y queda perfecto,46,10.222222222222221,positivo
3,buenos acabados y,46,10.222222222222221,positivo
3,y funciona perfectamente,199,10.205128205128204,positivo
3,fácil de llevar,51,10.2,positivo
3,facil de limpiar,51,10.2,positivo
3,único pero que,61,10.166666666666666,positivo
3,muy útil y,127,10.16,positivo
3,de utilizar y,66,10.153846153846153,positivo
3,precio muy bien,137,10.148148148148149,positivo
3,muy útil para,248,10.122448979591837,positivo
3,precio muy bueno,116,10.08695652173913,positivo
3,buen material y,136,10.074074074074074,positivo
3,tiempo previsto y,20,10.0,positivo
3,adapta perfectamente y,30,10.0,positivo
3,que buscaba para,45,10.0,positivo
3,un toque de,45,10.0,positivo
3,perfecto estado el,40,10.0,positivo
3,muy bien cumple,65,10.0,positivo
3,muy funcional y,20,10.0,positivo
3,alguna pega es,20,10.0,positivo
3,describe en el,35,10.0,positivo
3,utilizo para el,25,10.0,positivo
3,contento con él,25,10.0,positivo
3,pega que no,20,10.0,positivo
3,muy útil la,25,10.0,positivo
3,cómoda y práctica,20,10.0,positivo
3,barato que en,65,10.0,positivo
3,cómodos de llevar,25,10.0,positivo
3,precio lo mejor,20,10.0,positivo
3,por poner un,65,10.0,positivo
3,que muy bien,45,10.0,positivo
3,pero lo recomiendo,20,10.0,positivo
3,muy sencillo de,70,10.0,positivo
3,que andaba buscando,25,10.0,positivo
3,kit muy completo,20,10.0,positivo
3,puede lavar en,20,10.0,positivo
3,perfecta para un,20,10.0,positivo
3,una pasada de,30,10.0,positivo
3,mas que suficiente,40,10.0,positivo
3,queda perfecto y,25,10.0,positivo
3,te ayuda a,30,10.0,positivo
3,muy bien además,30,10.0,positivo
3,le a encantado,20,10.0,positivo
3,y buen material,40,10.0,positivo
3,que es perfecto,20,10.0,positivo
3,y muy bueno,20,10.0,positivo
3,calidad y muy,129,9.923076923076923,positivo
3,una muy buena,158,9.875,positivo
3,calidad precio lo,133,9.851851851851851,positivo
3,perfectas condiciones y,64,9.846153846153847,positivo
3,encaja perfectamente y,64,9.846153846153847,positivo
3,no tienes que,59,9.833333333333334,positivo
3,muy fácil de,688,9.82857142857143,positivo
3,buena relación precio,39,9.75,positivo
3,y de gran,39,9.75,positivo
3,perfectamente y la,34,9.714285714285714,positivo
3,muy bien explicado,34,9.714285714285714,positivo
3,le encanta y,34,9.714285714285714,positivo
3,y llego en,34,9.714285714285714,positivo
3,calidad precio buena,184,9.68421052631579,positivo
3,buen precio y,237,9.673469387755102,positivo
3,bien viene con,29,9.666666666666666,positivo
3,de años está,29,9.666666666666666,positivo
3,un tacto muy,58,9.666666666666666,positivo
3,producto es exactamente,29,9.666666666666666,positivo
3,y muy bien,280,9.655172413793103,positivo
3,la perfección su,24,9.6,positivo
3,doy las cinco,24,9.6,positivo
3,y cómoda de,24,9.6,positivo
3,en el maletero,24,9.6,positivo
3,muy divertido y,48,9.6,positivo
3,calidad precio funciona,24,9.6,positivo
3,fácil y rápida,24,9.6,positivo
3,muy cómodo lo,24,9.6,positivo
3,fáciles de instalar,24,9.6,positivo
3,buena calidad precio,340,9.577464788732394,positivo
3,una pega es,43,9.555555555555555,positivo
3,le pongo las,62,9.538461538461538,positivo
3,buena compra por,38,9.5,positivo
3,que buscaba y,38,9.5,positivo
3,muy agradable al,38,9.5,positivo
3,son ideales para,38,9.5,positivo
3,y con buena,52,9.454545454545455,positivo
3,todo correcto y,85,9.444444444444445,positivo
3,a la perfeccion,99,9.428571428571429,positivo
3,perfecta para el,66,9.428571428571429,positivo
3,ideal para el,66,9.428571428571429,positivo
3,y a muy,33,9.428571428571429,positivo
3,tamaño adecuado para,33,9.428571428571429,positivo
3,de bastante calidad,33,9.428571428571429,positivo
3,la perfección el,33,9.428571428571429,positivo
3,es muy ligera,47,9.4,positivo
3,muy bien protegido,47,9.4,positivo
3,buen producto a,89,9.368421052631579,positivo
3,con la compra,1629,9.335243553008596,positivo
3,y cómodo de,56,9.333333333333334,positivo
3,que te permite,42,9.333333333333334,positivo
3,de llevar y,56,9.333333333333334,positivo
3,bien es tal,28,9.333333333333334,positivo
3,yo lo recomiendo,28,9.333333333333334,positivo
3,calidad fácil de,28,9.333333333333334,positivo
3,bastante resistente y,28,9.333333333333334,positivo
3,sencillo de utilizar,28,9.333333333333334,positivo
3,mi hija esta,28,9.333333333333334,positivo
3,fácil de leer,79,9.294117647058824,positivo
3,muy satisfecha con,116,9.28,positivo
3,se adapta perfectamente,324,9.257142857142858,positivo
3,buen producto en,37,9.25,positivo
3,tacto muy agradable,37,9.25,positivo
3,muy bien buen,60,9.23076923076923,positivo
3,fácil de transportar,60,9.23076923076923,positivo
3,genial calidad precio,23,9.2,positivo
3,genial el producto,23,9.2,positivo
3,muy contenta y,23,9.2,positivo
3,todo muy correcto,23,9.2,positivo
3,su funcion perfectamente,23,9.2,positivo
3,todo bien muy,23,9.2,positivo
3,dan un toque,23,9.2,positivo
3,un tamaño ideal,23,9.2,positivo
3,muy bien llegó,23,9.2,positivo
3,su cumpleaños y,23,9.2,positivo
3,perfectamente y es,64,9.142857142857142,positivo
3,perfectamente con lo,41,9.11111111111111,positivo
3,tal como esperaba,50,9.090909090909092,positivo
3,hija le ha,86,9.052631578947368,positivo
3,calidad precio y,135,9.0,positivo
3,va de lujo,63,9.0,positivo
3,todo perfecto lo,36,9.0,positivo
3,de las mejores,135,9.0,positivo
3,los más pequeños,45,9.0,positivo
3,tengo ninguna queja,36,9.0,positivo
3,es perfecto y,72,9.0,positivo
3,bastante buena y,27,9.0,positivo
3,estoy muy satisfecha,63,9.0,positivo
3,muy práctico para,90,9.0,positivo
3,buena calidad me,81,9.0,positivo
3,a un buen,72,9.0,positivo
3,mi sobrino y,27,9.0,positivo
3,y funcionan perfectamente,36,9.0,positivo
3,mi sobrina le,27,9.0,positivo
3,y es super,27,9.0,positivo
3,se lo pasa,27,9.0,positivo
3,y de precio,27,9.0,positivo
3,genial a mi,27,9.0,positivo
3,buena relacion calidad,130,8.96551724137931,positivo
3,muy bien embalado,116,8.923076923076923,positivo
3,calidad precio recomendable,40,8.88888888888889,positivo
3,envío muy rápido,120,8.88888888888889,positivo
3,calidad muy buena,120,8.88888888888889,positivo
3,le encanta el,31,8.857142857142858,positivo
3,todo perfecto es,31,8.857142857142858,positivo
3,perfecto y la,31,8.857142857142858,positivo
3,y calidad muy,22,8.8,positivo
3,la compra realizada,22,8.8,positivo
3,precio me gusta,22,8.8,positivo
3,bien buena relación,44,8.8,positivo
3,calidad precio estupenda,22,8.8,positivo
3,calidad precio a,22,8.8,positivo
3,cumple perfectamente la,22,8.8,positivo
3,bien estoy muy,22,8.8,positivo
3,las expectativas muy,22,8.8,positivo
3,mejor precio que,22,8.8,positivo
3,muy bueno calidad,22,8.8,positivo
3,todo el año,22,8.8,positivo
3,me ha salvado,22,8.8,positivo
3,me va muy,57,8.76923076923077,positivo
3,bueno bonito y,35,8.75,positivo
3,ideal para niños,35,8.75,positivo
3,una relación calidad,35,8.75,positivo
3,es una muy,48,8.727272727272727,positivo
3,y va muy,96,8.727272727272727,positivo
3,muy cómoda para,48,8.727272727272727,positivo
3,entrega rápida y,48,8.727272727272727,positivo
3,el tamaño perfecto,74,8.705882352941176,positivo
3,de instalar y,213,8.693877551020408,positivo
3,le pondría es,26,8.666666666666666,positivo
3,funciona perfectamente en,26,8.666666666666666,positivo
3,producto tal cual,26,8.666666666666666,positivo
3,bien lo uso,26,8.666666666666666,positivo
3,antes del plazo,26,8.666666666666666,positivo
3,sin problemas muy,26,8.666666666666666,positivo
3,bien me encanta,26,8.666666666666666,positivo
3,y además tiene,26,8.666666666666666,positivo
3,a un precio,411,8.652631578947368,positivo
3,producto calidad precio,82,8.631578947368421,positivo
3,da un toque,69,8.625,positivo
3,y me encanta,69,8.625,positivo
3,pero muy bien,43,8.6,positivo
3,producto de buena,86,8.6,positivo
3,cómodo y fácil,43,8.6,positivo
3,todo lo necesario,150,8.571428571428571,positivo
3,bastante buena calidad,30,8.571428571428571,positivo
3,rápido y sin,60,8.571428571428571,positivo
3,es un pelín,30,8.571428571428571,positivo
3,fácil de conectar,30,8.571428571428571,positivo
3,contentos con el,30,8.571428571428571,positivo
3,con mi compra,64,8.533333333333333,positivo
3,muy entretenido y,34,8.5,positivo
3,lo previsto y,68,8.5,positivo
3,fácil de configurar,51,8.5,positivo
3,mi niña le,34,8.5,positivo
3,buena calidad por,51,8.5,positivo
3,una pega el,34,8.5,positivo
3,perfecto es muy,34,8.5,positivo
3,no ocupa mucho,55,8.461538461538462,positivo
3,sin ninguna duda,55,8.461538461538462,positivo
3,es muy rápido,42,8.4,positivo
3,la niña está,21,8.4,positivo
3,calidad y diseño,21,8.4,positivo
3,precio bastante buena,21,8.4,positivo
3,muy bien ha,21,8.4,positivo
3,producto igual que,21,8.4,positivo
3,rápido y con,21,8.4,positivo
3,y le gusto,21,8.4,positivo
3,y buen sonido,21,8.4,positivo
3,precio lo he,21,8.4,positivo
3,gracias a su,42,8.4,positivo
3,tenia en casa,21,8.4,positivo
3,con muy buena,46,8.363636363636363,positivo
3,ideal para una,25,8.333333333333334,positivo
3,y dura bastante,25,8.333333333333334,positivo
3,esperaba buena calidad,25,8.333333333333334,positivo
3,se entretiene mucho,25,8.333333333333334,positivo
3,momento todo perfecto,25,8.333333333333334,positivo
3,queda genial en,25,8.333333333333334,positivo
3,muy buen libro,25,8.333333333333334,positivo
3,con buenos acabados,25,8.333333333333334,positivo
3,precio y calidad,108,8.307692307692308,positivo
3,más que suficiente,108,8.307692307692308,positivo
3,adaptan muy bien,54,8.307692307692308,positivo
3,y todo correcto,58,8.285714285714286,positivo
3,muy buena opción,58,8.285714285714286,positivo
3,las expectativas es,29,8.285714285714286,positivo
3,son muy comodos,29,8.285714285714286,positivo
3,y van muy,29,8.285714285714286,positivo
3,y como sale,29,8.285714285714286,positivo
3,precio están muy,29,8.285714285714286,positivo
3,cien por cien,29,8.285714285714286,positivo
3,va perfecto y,29,8.285714285714286,positivo
3,de goma para,29,8.285714285714286,positivo
3,montar y muy,33,8.25,positivo
3,y a un,144,8.228571428571428,positivo
3,funciona perfectamente es,37,8.222222222222221,positivo
3,y sin duda,37,8.222222222222221,positivo
3,funciona perfectamente y,148,8.222222222222221,positivo
3,además tiene un,37,8.222222222222221,positivo
3,mejor que las,37,8.222222222222221,positivo
3,encaja perfectamente con,37,8.222222222222221,positivo
3,no pesa y,37,8.222222222222221,positivo
3,batería dura mucho,37,8.222222222222221,positivo
3,muy facil de,156,8.210526315789474,positivo
3,también se puede,41,8.2,positivo
3,buena calidad y,1057,8.193798449612403,positivo
3,es ideal para,176,8.186046511627907,positivo
3,pero está muy,45,8.181818181818182,positivo
3,toda la familia,45,8.181818181818182,positivo
3,muy bien su,102,8.16,positivo
3,precio me ha,57,8.142857142857142,positivo
3,de momento estoy,77,8.105263157894736,positivo
3,buen acabado y,93,8.08695652173913,positivo
3,el único pero,206,8.07843137254902,positivo
3,buena calidad es,137,8.058823529411764,positivo
3,y de buena,290,8.055555555555555,positivo
3,nada de agua,20,8.0,positivo
3,satisfecha con la,152,8.0,positivo
3,muy útiles y,24,8.0,positivo
3,aguantan muy bien,20,8.0,positivo
3,muy práctica y,48,8.0,positivo
3,suave y se,20,8.0,positivo
3,muy buen acabado,56,8.0,positivo
3,producto en perfecto,20,8.0,positivo
3,y es súper,20,8.0,positivo
3,unico malo es,24,8.0,positivo
3,calidad precio para,40,8.0,positivo
3,no pongo estrellas,28,8.0,positivo
3,y estoy contento,28,8.0,positivo
3,lo mejor para,28,8.0,positivo
3,un juego muy,32,8.0,positivo
3,se acopla perfectamente,40,8.0,positivo
3,perfecto para guardar,20,8.0,positivo
3,lo recomiendo mucho,36,8.0,positivo
3,mis expectativas y,28,8.0,positivo
3,gran capacidad y,20,8.0,positivo
3,lo que buscábamos,28,8.0,positivo
3,un guante y,20,8.0,positivo
3,se limpia fácilmente,20,8.0,positivo
3,sido para un,20,8.0,positivo
3,para el gimnasio,28,8.0,positivo
3,la compra lo,88,8.0,positivo
3,su cometido es,20,8.0,positivo
3,compra y la,28,8.0,positivo
3,muy buenas y,40,8.0,positivo
3,encantado a mi,24,8.0,positivo
3,años le ha,56,8.0,positivo
3,bien lo tengo,20,8.0,positivo
3,muy fáciles de,52,8.0,positivo
3,muy ligera y,40,8.0,positivo
3,todo correcto lo,20,8.0,positivo
3,muy contento la,28,8.0,positivo
3,llevar a cualquier,36,8.0,positivo
3,y aguanta muy,20,8.0,positivo
3,rápido como siempre,24,8.0,positivo
3,bastante contento con,20,8.0,positivo
3,calidad a mi,24,8.0,positivo
3,le encantó y,20,8.0,positivo
3,me encantó el,20,8.0,positivo
3,funciona perfectamente para,24,8.0,positivo
3,bien en cualquier,20,8.0,positivo
3,perfecto estado la,28,8.0,positivo
3,y muy práctico,48,8.0,positivo
3,una grata sorpresa,20,8.0,positivo
3,calidad y precio,195,7.959183673469388,positivo
3,calidad precio me,115,7.931034482758621,positivo
3,ocupa poco espacio,103,7.923076923076923,positivo
3,muy bien todo,99,7.92,positivo
3,muy cómodo de,79,7.9,positivo
3,un buen precio,134,7.882352941176471,positivo
3,perfectamente en la,51,7.846153846153846,positivo
3,perfectamente y no,47,7.833333333333333,positivo
3,exactamente lo que,184,7.829787234042553,positivo
3,limpia muy bien,43,7.818181818181818,positivo
3,gran variedad de,43,7.818181818181818,positivo
3,es bastante resistente,39,7.8,positivo
3,gran calidad de,39,7.8,positivo
3,perfectamente a la,148,7.7894736842105265,positivo
3,su función perfectamente,221,7.754385964912281,positivo
3,bien muy bien,31,7.75,positivo
3,suave y no,31,7.75,positivo
3,único pero es,120,7.741935483870968,positivo
3,en general muy,85,7.7272727272727275,positivo
3,con todo lo,112,7.724137931034483,positivo
3,se adaptan muy,54,7.714285714285714,positivo
3,muy buenos acabados,27,7.714285714285714,positivo
3,llego muy rapido,27,7.714285714285714,positivo
3,muy bueno para,123,7.6875,positivo
3,las expectativas la,23,7.666666666666667,positivo
3,y un precio,23,7.666666666666667,positivo
3,pero vale la,23,7.666666666666667,positivo
3,rápido de lo,23,7.666666666666667,positivo
3,le han encantado,42,7.636363636363637,positivo
3,llegaron antes de,38,7.6,positivo
3,y muy bonita,38,7.6,positivo
3,un muy buen,91,7.583333333333333,positivo
3,muy practico para,34,7.555555555555555,positivo
3,y un buen,34,7.555555555555555,positivo
3,muy original y,34,7.555555555555555,positivo
3,muy buen material,49,7.538461538461538,positivo
3,perfecto el producto,49,7.538461538461538,positivo
3,es muy completo,64,7.529411764705882,positivo
3,lo utilizo para,143,7.526315789473684,positivo
3,a la perfección,814,7.502304147465438,positivo
3,y a funcionar,30,7.5,positivo
3,y muy cómoda,45,7.5,positivo
3,dura bastante y,30,7.5,positivo
3,regalo y ha,30,7.5,positivo
3,para todo el,30,7.5,positivo
3,me encanta el,146,7.487179487179487,positivo
3,llegó rápido y,86,7.478260869565218,positivo
3,muy bien tiene,71,7.473684210526316,positivo
3,y es tal,56,7.466666666666667,positivo
3,buen producto para,97,7.461538461538462,positivo
3,se limpia muy,41,7.454545454545454,positivo
3,y el envio,41,7.454545454545454,positivo
3,los utilizo para,26,7.428571428571429,positivo
3,producto se ajusta,52,7.428571428571429,positivo
3,todo correcto la,26,7.428571428571429,positivo
3,calidad me gusta,26,7.428571428571429,positivo
3,y a mis,26,7.428571428571429,positivo
3,para los peques,63,7.411764705882353,positivo
3,ocupa muy poco,63,7.411764705882353,positivo
3,perfectamente con la,37,7.4,positivo
3,la perfección con,48,7.384615384615385,positivo
3,gran calidad y,48,7.384615384615385,positivo
3,es fuerte y,48,7.384615384615385,positivo
3,en el mundo,59,7.375,positivo
3,y ha quedado,59,7.375,positivo
3,muy ligero y,59,7.375,positivo
3,único inconveniente que,44,7.333333333333333,positivo
3,perfecto por el,22,7.333333333333333,positivo
3,mi mujer le,22,7.333333333333333,positivo
3,muy bien me,165,7.333333333333333,positivo
3,es muy intuitivo,22,7.333333333333333,positivo
3,para mi hermana,22,7.333333333333333,positivo
3,lo recomiendo cumple,22,7.333333333333333,positivo
3,muy buena muy,33,7.333333333333333,positivo
3,se ajustan muy,22,7.333333333333333,positivo
3,calidad precio son,44,7.333333333333333,positivo
3,cubre muy bien,22,7.333333333333333,positivo
3,y gracias a,33,7.333333333333333,positivo
3,muy buen tacto,22,7.333333333333333,positivo
3,muy bien hecha,33,7.333333333333333,positivo
3,muy bonita tal,22,7.333333333333333,positivo
3,al principio cuesta,22,7.333333333333333,positivo
3,compra es una,22,7.333333333333333,positivo
3,rápida la entrega,22,7.333333333333333,positivo
3,se ajusta perfectamente,212,7.310344827586207,positivo
3,lo que necesitaba,285,7.3076923076923075,positivo
3,fácil de limpiar,186,7.294117647058823,positivo
3,y fácil de,547,7.293333333333333,positivo
3,tal cual como,51,7.285714285714286,positivo
3,que suficiente para,40,7.2727272727272725,positivo
3,es muy manejable,40,7.2727272727272725,positivo
3,un precio muy,178,7.26530612244898,positivo
3,y muy rápido,69,7.2631578947368425,positivo
3,fácil de usar,555,7.254901960784314,positivo
3,se describe en,58,7.25,positivo
3,lo que puedes,29,7.25,positivo
3,precio cumple con,29,7.25,positivo
3,más me gusta,76,7.238095238095238,positivo
3,he utilizado para,94,7.230769230769231,positivo
3,de maravilla y,47,7.230769230769231,positivo
3,de calidad a,36,7.2,positivo
3,es muy divertido,54,7.2,positivo
3,momento todo bien,36,7.2,positivo
3,muy cómodos y,79,7.181818181818182,positivo
3,y le va,43,7.166666666666667,positivo
3,tiene esta muy,25,7.142857142857143,positivo
3,muy completo con,25,7.142857142857143,positivo
3,de usar se,25,7.142857142857143,positivo
3,de calidad con,25,7.142857142857143,positivo
3,el tiempo previsto,64,7.111111111111111,positivo
3,fecha indicada y,32,7.111111111111111,positivo
3,de gran utilidad,32,7.111111111111111,positivo
3,y le ha,128,7.111111111111111,positivo
3,que me encanta,39,7.090909090909091,positivo
3,solo hay que,46,7.076923076923077,positivo
3,antes de lo,568,7.055900621118012,positivo
3,buena calidad lo,134,7.052631578947368,positivo
3,y como lo,95,7.037037037037037,positivo
3,como un guante,102,7.0344827586206895,positivo
3,muy suave y,151,7.023255813953488,positivo
3,la buena calidad,21,7.0,positivo
3,calidad precio la,119,7.0,positivo
3,no me molesta,21,7.0,positivo
3,fácil montaje y,35,7.0,positivo
3,más bonito que,21,7.0,positivo
3,y se adaptan,35,7.0,positivo
3,de leer y,35,7.0,positivo
3,llegó antes del,21,7.0,positivo
3,rapidez en el,56,7.0,positivo
3,quizas un poco,21,7.0,positivo
3,de muy buen,21,7.0,positivo
3,y se ajustan,35,7.0,positivo
3,no ocupa espacio,21,7.0,positivo
3,el envío perfecto,42,7.0,positivo
3,y lo puedes,21,7.0,positivo
3,todo en general,28,7.0,positivo
3,me encanta como,35,7.0,positivo
3,las mejores que,28,7.0,positivo
3,llevarlo de viaje,21,7.0,positivo
3,bien sin problemas,21,7.0,positivo
3,todo el que,21,7.0,positivo
3,y es justo,21,7.0,positivo
3,niña le encanta,21,7.0,positivo
3,lo recomiendo de,28,7.0,positivo
3,buena funda para,21,7.0,positivo
3,en muy buenas,28,7.0,positivo
3,perfectamente embalado y,28,7.0,positivo
4,pongo una estrella por,25,inf,negativo
4,es una estafa no,32,inf,negativo
4,que llegar el de,21,inf,negativo
4,es un timo no,34,inf,negativo
4,a la basura es,17,inf,negativo
4,vale para nada el,24,inf,negativo
4,ha pasado el periodo,15,inf,negativo
4,pasado el periodo de,18,inf,negativo
4,para nada lo que,39,inf,negativo
4,y ya no funcionan,16,inf,negativo
4,vale la pena no,26,inf,negativo
4,producto no sirve para,20,inf,negativo
4,muy mala calidad no,136,inf,negativo
4,ver si me lo,15,inf,negativo
4,me den una solución,19,inf,negativo
4,no hace nada no,20,inf,negativo
4,he tirado a la,26,inf,negativo
4,no recomiendo a nadie,20,inf,negativo
4,pedido no ha llegado,26,inf,negativo
4,peor que he comprado,27,inf,negativo
4,muy descontento con la,28,inf,negativo
4,producto no puedo opinar,17,inf,negativo
4,no recomiendo para nada,64,inf,negativo
